rating,title,genres
3.5,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller
4.0,Conan the Barbarian (1982),Action|Adventure|Fantasy
4.5,Inside Man (2006),Crime|Drama|Thriller
2.0,"Poseidon Adventure, The (2005)",Action|Adventure|Drama
3.5,Batman Returns (1992),Action|Crime
2.0,Butterfield 8 (1960),Drama
3.0,Big (1988),Comedy|Drama|Fantasy|Romance
3.0,Men at Work (1990),Action|Comedy
3.5,Basic Instinct (1992),Crime|Mystery|Thriller
3.0,Down by Law (1986),Comedy|Drama|Film-Noir
3.0,Home Alone (1990),Children|Comedy
4.0,Pain & Gain (2013),Action|Comedy|Crime
4.0,Summer Wars (Samâ wôzu) (2009),Adventure|Animation|Comedy|Sci-Fi
4.0,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance
3.5,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller
4.5,L.I.E. (2001),Drama
4.0,Near Dark (1987),Horror|Western
3.0,Family Plot (1976),Comedy|Thriller
2.0,Anchorman: The Legend of Ron Burgundy (2004),Comedy
4.0,"Score, The (2001)",Action|Drama
5.0,Titanic (1997),Drama|Romance
2.5,Paranormal Activity (2009),Horror|Thriller
3.0,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2.5,Baby Geniuses (1999),Comedy
5.0,Jackie Brown (1997),Crime|Drama|Thriller
3.0,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
3.0,Cyrano de Bergerac (1990),Comedy|Drama|Romance
4.0,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
3.0,"Fortune Cookie, The (1966)",Comedy|Drama|Romance
5.0,Laura (1944),Crime|Film-Noir|Mystery
3.0,Taxi Driver (1976),Crime|Drama|Thriller
4.0,Almost Famous (2000),Drama
3.5,C.S.A.: The Confederate States of America (2004),Comedy|Drama
4.5,Tucker & Dale vs Evil (2010),Comedy|Horror
4.0,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
2.0,Made in America (1993),Comedy
4.0,"Thomas Crown Affair, The (1999)",Action|Mystery
5.0,Trainspotting (1996),Comedy|Crime|Drama
2.5,Knight and Day (2010),Action|Comedy|Romance
4.0,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
3.5,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
3.5,"Station Agent, The (2003)",Comedy|Drama
4.0,"African Queen, The (1951)",Adventure|Comedy|Romance|War
3.5,Dodgeball: A True Underdog Story (2004),Comedy
3.0,"Piano, The (1993)",Drama|Romance
2.0,Sixteen Candles (1984),Comedy|Romance
3.0,Do the Right Thing (1989),Drama
2.0,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
4.0,There Will Be Blood (2007),Drama|Western
3.0,"Fox and the Hound, The (1981)",Animation|Children|Drama
3.0,Rush Hour 3 (2007),Action|Comedy|Crime|Thriller
3.5,Swimming with Sharks (1995),Comedy|Drama
2.5,Hidalgo (2004),Adventure|Drama
2.0,Rocky V (1990),Action|Drama
2.5,"Other Boleyn Girl, The (2008)",Drama|Romance
4.0,Wayne's World (1992),Comedy
4.0,Witness (1985),Drama|Romance|Thriller
3.0,Three Kings (1999),Action|Adventure|Comedy|Drama|War
4.0,Catch Me If You Can (2002),Crime|Drama
3.0,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
3.5,Match Point (2005),Crime|Drama|Romance
3.0,Shoot 'Em Up (2007),Action|Comedy|Crime
4.0,White Squall (1996),Action|Adventure|Drama
4.0,Back to the Future (1985),Adventure|Comedy|Sci-Fi
3.0,"Full Monty, The (1997)",Comedy|Drama
2.5,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
4.5,Tigerland (2000),Drama
5.0,Mr. Wonderful (1993),Comedy|Romance
3.5,Shopgirl (2005),Comedy|Drama|Romance
3.5,"Big Chill, The (1983)",Comedy|Drama
3.0,Gunga Din (1939),Adventure|Comedy|War
3.5,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance
5.0,"Ladykillers, The (1955)",Comedy|Crime
4.0,Rambo (Rambo 4) (2008),Action|Drama|Thriller|War
4.0,"Other Guys, The (2010)",Action|Comedy
3.0,Highlander II: The Quickening (1991),Action|Sci-Fi
3.5,Mary Reilly (1996),Drama|Horror|Thriller
4.0,"Jackal, The (1997)",Action|Thriller
1.5,Next (2007),Action|Sci-Fi|Thriller
4.5,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy
3.5,"Wedding Singer, The (1998)",Comedy|Romance
3.0,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller
4.0,"Addams Family, The (1991)",Children|Comedy|Fantasy
2.5,Gangs of New York (2002),Crime|Drama
3.0,Stir of Echoes (1999),Horror|Mystery|Thriller
4.5,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
3.0,Identity (2003),Crime|Horror|Mystery|Thriller
4.0,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
0.5,Days of Thunder (1990),Action|Drama|Romance
3.0,Cradle Will Rock (1999),Drama
3.5,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi
4.0,Groundhog Day (1993),Comedy|Fantasy|Romance
4.0,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
5.0,Zeitgeist: The Movie (2007),Documentary|War
3.0,Evolution (2001),Comedy|Sci-Fi
2.5,American Pie (1999),Comedy|Romance
4.0,Forbidden Planet (1956),Drama|Sci-Fi
3.5,They (2002),Horror|Thriller
3.0,Philadelphia (1993),Drama
2.0,Lethal Weapon (1987),Action|Comedy|Crime|Drama
5.0,Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller
3.5,Under Siege 2: Dark Territory (1995),Action
3.0,Get Shorty (1995),Comedy|Crime|Thriller
2.5,"Bucket List, The (2007)",Comedy|Drama
3.0,The Hobbit: The Battle of the Five Armies (2014),Adventure|Fantasy
4.5,Brokeback Mountain (2005),Drama|Romance
4.0,Superman II (1980),Action|Sci-Fi
2.0,Ace Ventura: Pet Detective (1994),Comedy
2.0,Being John Malkovich (1999),Comedy|Drama|Fantasy
3.0,Cocoon: The Return (1988),Comedy|Sci-Fi
4.0,There's Something About Mary (1998),Comedy|Romance
2.5,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller
4.5,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
4.5,Ratatouille (2007),Animation|Children|Drama
4.0,"League of Their Own, A (1992)",Comedy|Drama
3.0,Red 2 (2013),Action|Comedy|Crime|Thriller
2.5,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
2.0,"Cage aux Folles, La (1978)",Comedy
5.0,Say Anything... (1989),Comedy|Drama|Romance
3.5,"Believer, The (2001)",Drama
4.5,Cashback (2006),Comedy|Drama|Romance
4.0,What's Eating Gilbert Grape (1993),Drama
5.0,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
3.0,Wicker Park (2004),Drama|Romance|Thriller
4.5,"Few Good Men, A (1992)",Crime|Drama|Thriller
3.5,Prisoners (2013),Drama|Mystery|Thriller
2.0,Blade II (2002),Action|Horror|Thriller
3.5,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
4.0,Highlander (1986),Action|Adventure|Fantasy
3.0,Mimic (1997),Horror|Sci-Fi|Thriller
3.0,"Invisible, The (2007)",Crime|Drama|Fantasy|Mystery|Thriller
4.0,Salt (2010),Action|Thriller
4.0,Breaking Away (1979),Comedy|Drama
3.5,Blue Velvet (1986),Drama|Mystery|Thriller
4.0,"Hurricane, The (1999)",Drama
5.0,Elizabeth (1998),Drama
5.0,Good Will Hunting (1997),Drama|Romance
4.5,Transamerica (2005),Adventure|Comedy|Drama
4.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
5.0,Primer (2004),Drama|Sci-Fi
4.5,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western
4.0,Man Facing Southeast (1986),Drama|Sci-Fi
3.5,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller
4.0,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
4.0,U.S. Marshals (1998),Action|Crime|Thriller
4.5,Terminator 2: Judgment Day (1991),Action|Sci-Fi
5.0,Atlantic City (1980),Crime|Drama|Romance
2.5,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
3.5,Teeth (2007),Comedy|Horror
3.5,Heathers (1989),Comedy
4.0,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi
4.5,Unbreakable (2000),Drama|Sci-Fi
1.5,Scarface (1983),Action|Crime|Drama
4.0,Dirty Rotten Scoundrels (1988),Comedy
3.5,Don't Be Afraid of the Dark (2010),Horror|Thriller
2.0,Dogma (1999),Adventure|Comedy|Fantasy
3.5,Throw Momma from the Train (1987),Comedy|Crime
2.5,Changeling (2008),Crime|Drama|Mystery
4.0,"Breakfast Club, The (1985)",Comedy|Drama
2.5,Twilight (2008),Drama|Fantasy|Romance|Thriller
3.0,"Mighty Ducks, The (1992)",Children|Comedy
3.0,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
5.0,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
3.0,"Me, Myself & Irene (2000)",Adventure|Comedy
4.0,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
4.0,"Whole Ten Yards, The (2004)",Action|Comedy|Crime
1.0,Black Sheep (2006),Comedy|Horror
2.0,Total Recall (2012),Action|Sci-Fi|Thriller
3.5,Harlan County U.S.A. (1976),Documentary
4.0,"Great Dictator, The (1940)",Comedy|Drama|War
4.0,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime
5.0,American Psycho (2000),Crime|Horror|Mystery|Thriller
2.0,Religulous (2008),Comedy|Documentary
4.0,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
3.0,Halloween (1978),Horror
4.5,"Mighty Wind, A (2003)",Comedy|Musical
5.0,Rush Hour 2 (2001),Action|Comedy
3.5,Coraline (2009),Animation|Fantasy|Thriller
2.0,While You Were Sleeping (1995),Comedy|Romance
4.5,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
3.0,Nell (1994),Drama
4.0,Alien: Resurrection (1997),Action|Horror|Sci-Fi
5.0,8 Seconds (1994),Drama
2.0,17 Again (2009),Comedy|Drama
5.0,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
4.0,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
5.0,Extreme Measures (1996),Drama|Thriller
4.0,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
3.5,Keeping the Faith (2000),Comedy|Drama|Romance
0.5,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
5.0,Airplane! (1980),Comedy
4.0,The Thief (1997),Drama
3.0,"Longest Yard, The (2005)",Comedy|Drama
3.5,Hitch (2005),Comedy|Romance
4.0,Casablanca (1942),Drama|Romance
0.5,Dark Days (2000),Documentary
3.0,Year One (2009),Adventure|Comedy
1.0,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
4.0,Midnight (1939),Comedy|Romance
4.0,"Lion in Winter, The (1968)",Drama
2.5,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller
4.0,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
4.5,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
2.0,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
4.0,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
4.0,"Descendants, The (2011)",Comedy|Drama
3.0,Any Given Sunday (1999),Drama
3.0,Jude (1996),Drama
3.0,Love Me Tender (1956),Musical|Western
3.0,Kopps (2003),Action|Comedy
3.0,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
4.5,"Lost Boys, The (1987)",Comedy|Horror|Thriller
3.5,Insidious (2010),Fantasy|Horror|Thriller
4.0,Summer of Sam (1999),Drama
2.5,"Hunting and Gathering (Ensemble, c'est tout) (2007)",Drama|Romance
4.0,Road to Perdition (2002),Crime|Drama
1.0,"Age of Innocence, The (1993)",Drama
4.0,"Rules of the Game, The (La règle du jeu) (1939)",Comedy|Drama
3.5,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
3.5,"Phantom of the Opera, The (1925)",Drama|Horror
1.5,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
3.5,Gia (1998),Drama|Romance
5.0,Rushmore (1998),Comedy|Drama
4.5,Henry Fool (1997),Comedy|Drama
3.5,Father of the Bride Part II (1995),Comedy
4.0,Kolya (Kolja) (1996),Comedy|Drama
3.5,Super Troopers (2001),Comedy|Crime|Mystery
3.0,"Pallbearer, The (1996)",Comedy
1.0,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
1.0,Stigmata (1999),Drama|Thriller
1.0,Fatal Beauty (1987),Action|Comedy|Crime|Drama
1.0,"Waterboy, The (1998)",Comedy
3.5,"Play It Again, Sam (1972)",Comedy|Romance
3.5,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary
4.0,Inside Out (2015),Animation|Children|Comedy
3.0,Law Abiding Citizen (2009),Drama|Thriller
4.0,Dirty Pretty Things (2002),Crime|Drama|Thriller
3.0,Ali G Indahouse (2002),Comedy
4.0,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
3.5,Finding Nemo (2003),Adventure|Animation|Children|Comedy
4.5,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
3.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
4.0,For Your Eyes Only (1981),Action|Adventure|Thriller
2.0,"Watch, The (2012)",Comedy|Sci-Fi
4.5,Love Actually (2003),Comedy|Drama|Romance
1.0,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
4.0,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
3.5,It's Complicated (2009),Comedy|Romance
2.5,I Spy (2002),Action|Adventure|Comedy|Crime
4.0,Goldfinger (1964),Action|Adventure|Thriller
1.0,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical
2.0,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
3.5,40 Days and 40 Nights (2002),Comedy|Romance
3.5,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance
4.0,Lone Star (1996),Drama|Mystery|Western
4.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3.5,Chicago (2002),Comedy|Crime|Drama|Musical
5.0,Goodfellas (1990),Crime|Drama
5.0,Single White Female (1992),Drama|Thriller
5.0,Crank: High Voltage (2009),Action|Comedy|Crime
3.0,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
4.0,Gremlins (1984),Comedy|Horror
1.0,Re-Animator (1985),Comedy|Horror|Sci-Fi
2.0,Blazing Saddles (1974),Comedy|Western
4.0,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
4.0,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
2.0,Young Guns II (1990),Action|Western
5.0,Ip Man (2008),Action|Drama|War
3.0,Django Unchained (2012),Action|Drama|Western
3.5,Enemy of the State (1998),Action|Thriller
3.5,National Lampoon's Vacation (1983),Comedy
1.0,"Village, The (2004)",Drama|Mystery|Thriller
3.0,Tin Cup (1996),Comedy|Drama|Romance
3.0,Machete (2010),Action|Adventure|Comedy|Crime|Thriller
2.5,House Arrest (1996),Children|Comedy
4.0,"Dirty Dozen, The (1967)",Action|Drama|War
3.0,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
3.5,As Good as It Gets (1997),Comedy|Drama|Romance
3.0,"Juror, The (1996)",Drama|Thriller
2.5,Murphy's Law (1986),Action
3.5,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
5.0,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2.0,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
4.0,Clueless (1995),Comedy|Romance
2.0,Encino Man (1992),Comedy
5.0,Children of a Lesser God (1986),Drama
4.0,South Pacific (1958),Musical|Romance|War
3.0,"Pillow Book, The (1996)",Drama|Romance
2.5,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4.5,"Conversation, The (1974)",Drama|Mystery
2.5,Puppet Master (1989),Horror|Sci-Fi|Thriller
3.0,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX
4.0,Pollock (2000),Drama
1.5,Pee-wee's Big Adventure (1985),Adventure|Comedy
4.0,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
3.0,Major League (1989),Comedy
3.0,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
5.0,Full Metal Jacket (1987),Drama|War
2.0,Bringing Down the House (2003),Comedy
4.0,Butch Cassidy and the Sundance Kid (1969),Action|Western
3.5,Very Ordinary Couple (Yeonaeui Wondo) (2013),Comedy|Drama|Romance
3.0,Doc Hollywood (1991),Comedy|Romance
4.0,Sin Nombre (2009),Crime|Drama|Thriller
4.0,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
5.0,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
3.0,Seraphim Falls (2006),Action|Adventure|Drama|War|Western
3.5,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
4.0,"Streetcar Named Desire, A (1951)",Drama
4.0,Anchors Aweigh (1945),Comedy|Musical
2.5,And the Band Played On (1993),Drama
5.0,Oliver! (1968),Drama|Musical
3.5,Intolerable Cruelty (2003),Comedy|Romance
5.0,"39 Steps, The (1935)",Drama|Mystery|Thriller
4.0,"Simple Plan, A (1998)",Crime|Drama|Thriller
4.0,Pete's Dragon (1977),Adventure|Animation|Children|Musical
4.5,"River Runs Through It, A (1992)",Drama
3.5,Vanity Fair (2004),Drama|Romance
3.0,Diamonds Are Forever (1971),Action|Adventure|Thriller
5.0,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
5.0,Stargate (1994),Action|Adventure|Sci-Fi
4.0,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller
1.0,Pretty Woman (1990),Comedy|Romance
3.5,Clockers (1995),Crime|Drama|Mystery
2.5,How the West Was Won (1962),Adventure|Drama|Western
5.0,50 First Dates (2004),Comedy|Romance
3.0,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
2.5,Shaft (2000),Action|Crime|Thriller
4.5,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
4.0,"Family Man, The (2000)",Comedy|Drama|Romance
3.5,"Game, The (1997)",Drama|Mystery|Thriller
1.0,Meet the Fockers (2004),Comedy
3.0,Weird Science (1985),Comedy|Fantasy|Sci-Fi
4.5,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
4.0,Young Frankenstein (1974),Comedy|Fantasy
4.0,"Last Days of Disco, The (1998)",Comedy|Drama
3.0,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
4.0,Mallrats (1995),Comedy|Romance
4.0,Hero (Ying xiong) (2002),Action|Adventure|Drama
4.0,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
4.0,Who's Afraid of Virginia Woolf? (1966),Drama
2.0,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
3.5,Big Momma's House (2000),Comedy
5.0,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
3.0,Payback (1999),Action|Thriller
3.5,End of Watch (2012),Crime|Drama|Thriller
3.0,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
3.0,Liar Liar (1997),Comedy
3.5,Grease (1978),Comedy|Musical|Romance
5.0,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
4.0,Coup de torchon (Clean Slate) (1981),Crime
3.0,Dangerous Minds (1995),Drama
4.0,Memento (2000),Mystery|Thriller
4.0,"Savages, The (2007)",Comedy|Drama
5.0,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
4.0,Strictly Ballroom (1992),Comedy|Romance
3.5,City of Ember (2008),Adventure|Children|Sci-Fi
5.0,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
4.0,Avalon (1990),Drama
3.0,"Fast Five (Fast and the Furious 5, The) (2011)",Action|Crime|Drama|Thriller|IMAX
4.5,Ocean's Eleven (2001),Crime|Thriller
3.5,Rob Roy (1995),Action|Drama|Romance|War
4.0,Tortilla Soup (2001),Comedy|Romance
3.0,This Is Spinal Tap (1984),Comedy
4.0,"Net, The (1995)",Action|Crime|Thriller
3.0,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
4.5,Ghost Rider: Spirit of Vengeance (2012),Action|Fantasy|Thriller
3.0,Best in Show (2000),Comedy
3.0,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance
4.0,Eyes Wide Shut (1999),Drama|Mystery|Thriller
4.0,Top Gun (1986),Action|Romance
4.5,"Hustler, The (1961)",Drama
3.5,"Day the Earth Stood Still, The (2008)",Drama|Sci-Fi|Thriller|IMAX
4.0,Private Parts (1997),Comedy|Drama
1.0,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
3.0,"Year of Living Dangerously, The (1982)",Drama|Romance|War
4.0,Gremlins 2: The New Batch (1990),Comedy|Horror
4.0,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
3.5,"Man Who Came to Dinner, The (1942)",Comedy
4.0,Barbershop (2002),Comedy
5.0,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
2.5,Romeo and Juliet (1936),Drama|Romance
3.0,Vertical Limit (2000),Action|Adventure
3.0,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
4.0,Barry Lyndon (1975),Drama|Romance|War
2.5,The Pirates (2014),Adventure
3.0,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2.5,Sex and the City (2008),Comedy|Romance
4.5,Planet of the Apes (1968),Action|Drama|Sci-Fi
5.0,Modern Times (1936),Comedy|Drama|Romance
2.5,Men of Honor (2000),Drama
3.5,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy
1.5,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller
2.5,Congo (1995),Action|Adventure|Mystery|Sci-Fi
1.5,"Eye, The (2008)",Drama|Horror|Thriller
1.0,Dead Man Walking (1995),Crime|Drama
3.0,Weekend at Bernie's (1989),Comedy
4.0,Save the Last Dance (2001),Drama|Romance
4.5,Choke (2008),Comedy|Drama
2.0,Good Luck Chuck (2007),Comedy|Romance
3.0,My Week with Marilyn (2011),Drama
4.0,Desperado (1995),Action|Romance|Western
5.0,Ghosts of Mississippi (1996),Drama
4.0,Collateral (2004),Action|Crime|Drama|Thriller
2.5,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller
4.0,Grand Canyon (1991),Crime|Drama
5.0,"Graduate, The (1967)",Comedy|Drama|Romance
3.5,Hannah and Her Sisters (1986),Comedy|Drama|Romance
2.0,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
4.5,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
4.0,Lord of War (2005),Action|Crime|Drama|Thriller|War
4.0,Paths of Glory (1957),Drama|War
3.5,"Constant Gardener, The (2005)",Drama|Thriller
2.0,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
2.0,Tank Girl (1995),Action|Comedy|Sci-Fi
5.0,"Place in the Sun, A (1951)",Drama|Romance
4.0,Monsters University (2013),Adventure|Animation|Comedy
2.0,Deep Rising (1998),Action|Horror|Sci-Fi
4.5,Shine (1996),Drama|Romance
1.0,Mulberry Street (2006),Action|Horror|Thriller
3.0,Happy-Go-Lucky (2008),Comedy|Drama
2.0,Nutty Professor II: The Klumps (2000),Comedy
3.5,Lars and the Real Girl (2007),Comedy|Drama
2.0,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
3.0,Dune (2000),Drama|Fantasy|Sci-Fi
3.5,"Punisher, The (2004)",Action|Crime|Thriller
3.5,Secret Window (2004),Mystery|Thriller
2.5,Now You See Me (2013),Crime|Mystery|Thriller
3.5,Quantum of Solace (2008),Action|Adventure|Thriller
4.0,Legends of the Fall (1994),Drama|Romance|War|Western
4.0,"Beverly Hillbillies, The (1993)",Comedy
4.5,Dirty Harry (1971),Action|Crime|Thriller
5.0,Velvet Goldmine (1998),Drama
3.0,Troy (2004),Action|Adventure|Drama|War
5.0,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
5.0,"World of Apu, The (Apur Sansar) (1959)",Drama
2.0,Lucky Numbers (2000),Comedy|Drama
4.0,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX
2.0,Airplane II: The Sequel (1982),Comedy
3.0,Casper (1995),Adventure|Children
4.0,Anna and the King (1999),Drama|Romance
3.0,Serenity (2005),Action|Adventure|Sci-Fi
4.0,Meet the Parents (2000),Comedy
3.5,Enemy at the Gates (2001),Drama|War
5.0,Cabaret (1972),Drama|Musical
1.0,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
3.0,Bad Girls (1994),Western
3.0,Sgt. Bilko (1996),Comedy
5.0,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
4.0,Westworld (1973),Action|Sci-Fi|Thriller|Western
4.0,"Family, The (2013)",Action|Comedy|Crime
3.5,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
4.0,"World According to Garp, The (1982)",Comedy|Drama|Romance
4.0,"Sting, The (1973)",Comedy|Crime
4.0,Hannibal Rising (2007),Drama|Horror|Thriller
3.0,"Dark Half, The (1993)",Horror|Mystery
1.0,Six-String Samurai (1998),Action|Adventure|Sci-Fi
3.0,Bonnie and Clyde (1967),Crime|Drama
3.0,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
4.0,Babe (1995),Children|Drama
4.0,"10,000 BC (2008)",Adventure|Romance|Thriller
5.0,"Fugitive, The (1993)",Thriller
3.0,Sliver (1993),Thriller
2.0,"Christmas Story, A (1983)",Children|Comedy
3.0,Alive (1993),Drama
3.5,Peter Pan (1960),Children|Fantasy|Musical
2.0,Requiem for a Dream (2000),Drama
5.0,"Godfather: Part II, The (1974)",Crime|Drama
1.0,Rio Lobo (1970),Adventure|Romance|War|Western
3.5,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
2.0,"Witchfinder General (Conquerer Worm, The) (1968)",Horror
3.0,Hamlet (1990),Drama
3.5,About a Boy (2002),Comedy|Drama|Romance
4.0,Brave (2012),Action|Adventure|Animation|Children
0.5,"Patriot, The (2000)",Action|Drama|War
4.0,Boys on the Side (1995),Comedy|Drama
4.0,Little Voice (1998),Comedy
3.0,"River Wild, The (1994)",Action|Thriller
4.0,Dazed and Confused (1993),Comedy
2.0,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
5.0,To Be or Not to Be (1942),Comedy|Drama|War
4.5,Bullitt (1968),Action|Crime|Drama|Thriller
3.0,Bully (2001),Crime|Drama|Thriller
4.0,Malcolm X (1992),Drama
5.0,District 9 (2009),Mystery|Sci-Fi|Thriller
5.0,Hope and Glory (1987),Drama
3.0,"Sound of Music, The (1965)",Musical|Romance
